cdr type,cdr datetime,call duration,last calling cellid,user_id
MtSMSRecord,20180713112634,,,7566424924061690786
IncGatewayRecord,20180713112610,,40151.0,7602723045409700649
MtCallRecord,20180713112610,,,7602723045409700649
MtSMSRecord,20180713112633,,,5741512149022272293
MtSMSRecord,20180713112633,,,6647700916843399878
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112627,,14292.0,6854145365664308214
MtCallRecord,20180713112627,,,6854145365664308214
MoCallRecord,20180713112600,,10313.0,6428674769063849668
MtCallRecord,20180713112600,,,6428674769063849668
MoCallRecord,20180713112622,,40238.0,4932902197597303502
MtCallRecord,20180713112622,,,4932902197597303502
IncGatewayRecord,20180713112600,,12091.0,6555434052401066033
MtCallRecord,20180713112600,,,6555434052401066033
MoCallRecord,20180713112541,,10302.0,7895529765018062564
OutGatewayRecord,20180713112541,,10302.0,7895529765018062564
IncGatewayRecord,20180713112625,,22268.0,8181980927332075628
MtCallRecord,20180713112625,,,8181980927332075628
IncGatewayRecord,20180713112613,,10254.0,1652068419226153490
MtCallRecord,20180713112613,,,1652068419226153490
MoCallRecord,20180713112614,,40241.0,4849960494436074295
MtSMSRecord,20180713112634,,,3384066821637594455
MtCallRecord,20180713112614,,,4849960494436074295
MoCallRecord,20180713112633,,12258.0,8983305663266951095
MoCallRecord,20180713112632,,20531.0,5467909736461204583
MtCallRecord,20180713112632,,,5467909736461204583
MtSMSRecord,20180713112633,,,7566424924061690786
MtSMSRecord,20180713112633,,,7566424924061690786
IncGatewayRecord,20180713112603,,14242.0,7711798006812739923
MtCallRecord,20180713112603,,,7711798006812739923
MtSMSRecord,20180713112634,,,6766153947758062725
MoCallRecord,20180713112621,,22193.0,3131680927602402770
MtCallRecord,20180713112621,,,3131680927602402770
MoCallRecord,20180713112628,,10008.0,697601949123345544
OutGatewayRecord,20180713112628,,10008.0,697601949123345544
MoCallRecord,20180713112631,,12033.0,8652628587051728416
MtCallRecord,20180713112631,,,8652628587051728416
MoCallRecord,20180713112606,,12042.0,3725571206429086980
MtCallRecord,20180713112606,,,3725571206429086980
MoCallRecord,20180713112305,,34112.0,4841002146625706555
OutGatewayRecord,20180713112305,,34112.0,4841002146625706555
MoCallRecord,20180713112613,,35404.0,4462664133386019149
MtCallRecord,20180713112613,,,4462664133386019149
MoCallRecord,20180713112626,,10001.0,3186188065496262690
MoCallRecord,20180713112547,,20582.0,6389923069977072045
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112633,,,5611993985139279131
MtSMSRecord,20180713112633,,,3384066821637594455
MtCallRecord,20180713112409,,,3192915263549416469
MoCallRecord,20180713112409,,34206.0,3192915263549416469
MtCallRecord,20180713112524,,,292983938693262339
MtCallRecord,20180713112610,,,2636958831724614052
MoCallRecord,20180713112524,,20731.0,292983938693262339
MoCallRecord,20180713112610,,40117.0,2636958831724614052
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,6766153947758062725
MtCallRecord,20180713112539,,,2531941804392714372
MoCallRecord,20180713112539,,20101.0,2531941804392714372
MoSMSRecord,20180713112634,,10057.0,8962549700088984162
IncGatewayRecord,20180713112622,,40121.0,6133240104868754307
MtCallRecord,20180713112622,,,6133240104868754307
MoCallRecord,20180713112625,,20336.0,872860908205112067
MtCallRecord,20180713112625,,,872860908205112067
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112634,,,7566424924061690786
IncGatewayRecord,20180713111752,,10372.0,3560700655274321479
MtCallRecord,20180713111752,,,3560700655274321479
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,3088924409662645176
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112606,,12121.0,7783559109853165031
MtCallRecord,20180713112606,,,7783559109853165031
MoCallRecord,20180713112436,,20771.0,6045806888017435118
MtCallRecord,20180713112436,,,6045806888017435118
MoCallRecord,20180713112615,,20113.0,414721372893073359
MtCallRecord,20180713112615,,,414721372893073359
MtCallRecord,20180713112609,,,1409576355260710575
MoCallRecord,20180713112549,,20772.0,9057020620818772857
MtCallRecord,20180713112549,,,9057020620818772857
MoCallRecord,20180713112538,,34855.0,8271362152970952767
OutGatewayRecord,20180713112549,,14127.0,4461640608614152250
MtSMSRecord,20180713112633,,,7566424924061690786
MoCallRecord,20180713112549,,14127.0,4461640608614152250
MoCallRecord,20180713112614,,35040.0,5022233570348121021
MtCallRecord,20180713112614,,,5022233570348121021
MoCallRecord,20180713112625,,21091.0,6171364204275225589
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112551,,34133.0,659490794664806200
MtCallRecord,20180713112551,,,659490794664806200
MtSMSRecord,20180713112633,,,6766153947758062725
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112634,,,7566424924061690786
MtSMSRecord,20180713112634,,,4888687938595279393
MoCallRecord,20180713112630,,34826.0,2942742708309667443
MoCallRecord,20180713112605,,22062.0,1857715679515976704
MtCallRecord,20180713112605,,,1857715679515976704
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112550,,40347.0,8360024305153806684
MtCallRecord,20180713112550,,,8360024305153806684
MoSMSRecord,20180713112633,,34904.0,4756447891510714333
MoCallRecord,20180713112607,,40387.0,1249673763012743401
MtCallRecord,20180713112607,,,1249673763012743401
MtCallRecord,20180713112542,,,4402961277137994389
MtCallRecord,20180713112616,,,353790347071371276
MoCallRecord,20180713112530,,14063.0,6606897355156746221
MtCallRecord,20180713112530,,,6606897355156746221
MoCallRecord,20180713112542,,10232.0,4402961277137994389
MtSMSRecord,20180713112633,,,5361222981022040598
MoCallRecord,20180713112616,,12012.0,353790347071371276
MoSMSRecord,20180713112633,,14292.0,452101996637175995
MoCallRecord,20180713112619,,22261.0,1318036718779567787
MtCallRecord,20180713112619,,,1318036718779567787
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112609,,14002.0,5935417104619737413
MtCallRecord,20180713112609,,,5935417104619737413
MtCallRecord,20180713112606,,,3291674151161065912
MoCallRecord,20180713112526,,10253.0,2998523245926385701
MtCallRecord,20180713112526,,,2998523245926385701
MoCallRecord,20180713112516,,12193.0,7550700705021963640
MtCallRecord,20180713112516,,,7550700705021963640
MoCallRecord,20180713112606,,22552.0,3291674151161065912
MoCallRecord,20180713112624,,22132.0,9189483078622318006
MtCallRecord,20180713112624,,,9189483078622318006
MoCallRecord,20180713112559,,22194.0,2580406821307181520
MtCallRecord,20180713112559,,,2580406821307181520
MtSMSRecord,20180713112633,,,3384066821637594455
MtCallRecord,20180713112625,,,6201802029979891165
MoCallRecord,20180713112621,,20511.0,5072557108289277225
MtCallRecord,20180713112621,,,5072557108289277225
MoCallRecord,20180713112625,,35659.0,759908341219552319
MoCallRecord,20180713112625,,34195.0,6201802029979891165
MoCallRecord,20180713112508,,10067.0,2312919992481432357
MtCallRecord,20180713112508,,,2312919992481432357
MoCallRecord,20180713112608,,10092.0,223197201594345454
MtCallRecord,20180713112608,,,223197201594345454
MoCallRecord,20180713112633,,14222.0,5433850188885080727
MtCallRecord,20180713112633,,,5433850188885080727
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,4888687938595279393
MtSMSRecord,20180713112634,,,3384066821637594455
IncGatewayRecord,20180713112546,,20356.0,8999893303243156266
MtCallRecord,20180713112546,,,8999893303243156266
MtCallRecord,20180713112622,,,7434444228982623508
MoCallRecord,20180713112607,,20106.0,7668015028528794406
MtCallRecord,20180713112607,,,7668015028528794406
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112529,,10081.0,4044607664326420461
MoCallRecord,20180713112622,,20982.0,7434444228982623508
OutGatewayRecord,20180713112615,,34286.0,6352226954977924001
MoCallRecord,20180713112615,,34286.0,6352226954977924001
MoCallRecord,20180713112528,,20271.0,849473105353964963
MtCallRecord,20180713112528,,,849473105353964963
MtSMSRecord,20180713112633,,,6766153947758062725
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112634,,,8721961697922856078
MtSMSRecord,20180713112633,,,4888687938595279393
MtCallRecord,20180713112559,,,1656804402572862802
MoCallRecord,20180713112429,,34745.0,3216224573388774037
MtCallRecord,20180713112429,,,3216224573388774037
MoCallRecord,20180713112559,,22198.0,1656804402572862802
MtSMSRecord,20180713112633,,,4888687938595279393
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112628,,14171.0,3219999781096829017
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112631,,22452.0,1408270492886627866
MtCallRecord,20180713112631,,,1408270492886627866
MtCallRecord,20180713112604,,,4878360266673300093
MoCallRecord,20180713112604,,22311.0,4878360266673300093
MtSMSRecord,20180713112634,,,6820442458578500418
MoCallRecord,20180713112625,,12013.0,6443836028565344809
OutGatewayRecord,20180713112625,,12013.0,6443836028565344809
MoCallRecord,20180713112624,,20151.0,2169402800640758857
MtCallRecord,20180713112624,,,2169402800640758857
MoCallRecord,20180713112528,,20992.0,7035159384914219074
MtCallRecord,20180713112528,,,7035159384914219074
MtSMSRecord,20180713112633,,,3384066821637594455
IncGatewayRecord,20180713112620,,12013.0,6689446297668344768
MtCallRecord,20180713112620,,,6689446297668344768
MtSMSRecord,20180713112633,,,3384066821637594455
MtCallRecord,20180713112626,,,419932387865757876
MoCallRecord,20180713112621,,14313.0,1103814621973695588
MoCallRecord,20180713112626,,22454.0,419932387865757876
MtCallRecord,20180713112621,,,1103814621973695588
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112610,,20371.0,6720074515869993193
MtCallRecord,20180713112610,,,6720074515869993193
MtSMSRecord,20180713112634,,,3384066821637594455
MoSMSRecord,20180713112634,,20223.0,4424248522465065791
MoCallRecord,20180713112626,,40347.0,2806230442303594747
MtCallRecord,20180713112626,,,2806230442303594747
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,3384066821637594455
MtCallRecord,20180713112621,,,6639898229995237242
IncGatewayRecord,20180713112620,,14131.0,6343007552575956051
MtCallRecord,20180713112620,,,6343007552575956051
MoCallRecord,20180713112618,,12073.0,947073262354064898
OutGatewayRecord,20180713112618,,12073.0,947073262354064898
MoCallRecord,20180713112621,,10378.0,6639898229995237242
MoCallRecord,20180713112607,,10041.0,2099393914066040425
OutGatewayRecord,20180713112607,,10041.0,2099393914066040425
MtSMSRecord,20180713112634,,,3384066821637594455
MoCallRecord,20180713112613,,35214.0,2437791578733818363
MtCallRecord,20180713112613,,,2437791578733818363
MtCallRecord,20180713112524,,,7635723044928074801
MoSMSRecord,20180713112634,,12013.0,6947123749388747309
MtSMSRecord,20180713112634,,,6213509167247245458
MoCallRecord,20180713112524,,12222.0,7635723044928074801
MoCallRecord,20180713112618,,12183.0,898522874719961849
MtCallRecord,20180713112618,,,898522874719961849
MtCallRecord,20180713112619,,,3967421167354239986
MoCallRecord,20180713112619,,35311.0,3967421167354239986
MtSMSRecord,20180713112634,,,7566424924061690786
MtCallRecord,20180713112558,,,6079877267655360293
MoCallRecord,20180713112527,,40114.0,203689626139183953
MtCallRecord,20180713112527,,,203689626139183953
MtSMSRecord,20180713112633,,,6766153947758062725
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,2360232289363115828
MoSMSRecord,20180713112633,,14141.0,6669896102819992189
MoCallRecord,20180713112624,,20472.0,3725059354176924896
MtCallRecord,20180713112624,,,3725059354176924896
MtSMSRecord,20180713112634,,,6647700916843399878
MtSMSRecord,20180713112634,,,3388885410516373073
MoCallRecord,20180713112620,,22223.0,4247987360094935718
MtCallRecord,20180713112620,,,4247987360094935718
MtCallRecord,20180713112556,,,5343231505127868139
MoCallRecord,20180713112611,,20593.0,7956989751352573456
MoCallRecord,20180713112556,,14012.0,5343231505127868139
MoCallRecord,20180713112623,,22081.0,8565440385335473328
OutGatewayRecord,20180713112623,,22081.0,8565440385335473328
MoCallRecord,20180713112548,,12223.0,7103309078963463037
MtCallRecord,20180713112548,,,7103309078963463037
IncGatewayRecord,20180713112519,,14173.0,9081161127710955719
MtCallRecord,20180713112519,,,9081161127710955719
MtCallRecord,20180713112600,,,5415674382968468196
MoCallRecord,20180713112600,,22181.0,5415674382968468196
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112501,,20993.0,8668413746623674730
MtCallRecord,20180713112501,,,8668413746623674730
MoCallRecord,20180713112626,,20663.0,6462878717809968106
IncGatewayRecord,20180713112611,,14233.0,8411920658942772687
MtCallRecord,20180713112611,,,8411920658942772687
MoCallRecord,20180713112522,,35319.0,4288395467419698110
MtCallRecord,20180713112522,,,4288395467419698110
MoCallRecord,20180713112604,,20681.0,783351791775548586
MtCallRecord,20180713112604,,,783351791775548586
MtSMSRecord,20180713112634,,,4888687938595279393
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,3384066821637594455
MtSMSRecord,20180713112633,,,279431254853356059
IncGatewayRecord,20180713112620,,10061.0,6514733023258491335
MtCallRecord,20180713112620,,,6514733023258491335
MtCallRecord,20180713112607,,,5319570833309075940
MoCallRecord,20180713112607,,12072.0,5319570833309075940
MtSMSRecord,20180713112634,,,7566424924061690786
MtCallRecord,20180713112612,,,8812852972771629986
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112634,,,3384066821637594455
MoCallRecord,20180713112612,,10702.0,8812852972771629986
IncGatewayRecord,20180713112431,,10034.0,5430167177056917599
MtCallRecord,20180713112431,,,5430167177056917599
MoCallRecord,20180713112633,,40113.0,8836828452190998269
MtCallRecord,20180713112633,,,8836828452190998269
MtSMSRecord,20180713112633,,,3384066821637594455
MtCallRecord,20180713112532,,,4602690765747295108
MoCallRecord,20180713112532,,22371.0,4602690765747295108
IncGatewayRecord,20180713112326,,20472.0,778697511479628168
MtCallRecord,20180713112326,,,778697511479628168
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112619,,10206.0,261997531316925106
MtCallRecord,20180713112619,,,261997531316925106
MoCallRecord,20180713112618,,10062.0,6147731760717152421
MtCallRecord,20180713112618,,,6147731760717152421
MtSMSRecord,20180713112634,,,4888687938595279393
MoSMSRecord,20180713112634,,20993.0,3553575890277164849
MoCallRecord,20180713112618,,12227.0,6287829242908611402
MtCallRecord,20180713112618,,,6287829242908611402
IncGatewayRecord,20180713112552,,20463.0,2964257276998617568
MtCallRecord,20180713112552,,,2964257276998617568
MoSMSRecord,20180713112633,,12013.0,3387461152350938715
MoCallRecord,20180713112603,,40293.0,357433626932041813
MtCallRecord,20180713112603,,,357433626932041813
MtSMSRecord,20180713112633,,,6647700916843399878
MtSMSRecord,20180713112633,,,3384066821637594455
IncGatewayRecord,20180713112634,,14053.0,6955477808067908501
MtCallRecord,20180713112634,,,6955477808067908501
MtCallRecord,20180713112605,,,1931759586710272430
MtSMSRecord,20180713112633,,,3384066821637594455
IncGatewayRecord,20180713112603,,14222.0,8274529318141684201
MtCallRecord,20180713112603,,,8274529318141684201
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112612,,20333.0,2364880286373194343
OutGatewayRecord,20180713112612,,20333.0,2364880286373194343
MtSMSRecord,20180713112634,,,3384066821637594455
MoCallRecord,20180713112612,,34068.0,8727524818026099091
MtCallRecord,20180713112612,,,8727524818026099091
MoCallRecord,20180713112447,,34275.0,2166039294386664119
MtCallRecord,20180713112447,,,2166039294386664119
MoCallRecord,20180713112545,,12161.0,1075129180135698211
MtCallRecord,20180713112545,,,1075129180135698211
MoCallRecord,20180713112537,,20243.0,6940364300128146441
MtCallRecord,20180713112537,,,6940364300128146441
MoCallRecord,20180713112632,,20331.0,7806190903584719346
MtCallRecord,20180713112632,,,7806190903584719346
MoCallRecord,20180713112611,,10073.0,2934189525224618734
MtCallRecord,20180713112611,,,2934189525224618734
MoCallRecord,20180713112615,,20383.0,7884801827831964025
MtCallRecord,20180713112615,,,7884801827831964025
MtSMSRecord,20180713112633,,,7566424924061690786
MtSMSRecord,20180713112634,,,3384066821637594455
MoCallRecord,20180713112630,,20682.0,322902744174835559
MoCallRecord,20180713112628,,14102.0,4578243430453544759
OutGatewayRecord,20180713112628,,14102.0,4578243430453544759
MoCallRecord,20180713112630,,40375.0,5031585408820280212
MtCallRecord,20180713112630,,,5031585408820280212
MtSMSRecord,20180713112633,,,3384066821637594455
MtCallRecord,20180713112615,,,3285527892177823139
MtSMSRecord,20180713112633,,,6647700916843399878
MoCallRecord,20180713112615,,40277.0,3285527892177823139
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112531,,22454.0,1517642724460589018
MtCallRecord,20180713112531,,,1517642724460589018
MoCallRecord,20180713112202,,22382.0,1731458096468440956
MtCallRecord,20180713112202,,,1731458096468440956
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112608,,40126.0,1116661364778447711
MtCallRecord,20180713112608,,,1116661364778447711
MtSMSRecord,20180713112634,,,3384066821637594455
MoCallRecord,20180713112445,,22333.0,7468876500304663798
MtCallRecord,20180713112445,,,7468876500304663798
MoCallRecord,20180713112537,,20151.0,6838400230132815072
MtCallRecord,20180713112537,,,6838400230132815072
MtCallRecord,20180713112612,,,1663290027110723287
MoCallRecord,20180713112612,,22321.0,1663290027110723287
MtSMSRecord,20180713112633,,,6766153947758062725
MoCallRecord,20180713112601,,10034.0,7253606598442596604
MtCallRecord,20180713112601,,,7253606598442596604
MoCallRecord,20180713112530,,12143.0,3347762301980622503
MtCallRecord,20180713112530,,,3347762301980622503
MoCallRecord,20180713112622,,35075.0,2261384566582175977
MtCallRecord,20180713112622,,,2261384566582175977
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112550,,10226.0,4911361184149834261
OutGatewayRecord,20180713112550,,10226.0,4911361184149834261
MtSMSRecord,20180713112633,,,7566424924061690786
MoCallRecord,20180713112432,,34672.0,5217797467864382623
MtCallRecord,20180713112432,,,5217797467864382623
MtSMSRecord,20180713112633,,,3384066821637594455
MoCallRecord,20180713112611,,12213.0,1256533975602032010
MtCallRecord,20180713112611,,,1256533975602032010
MtSMSRecord,20180713112634,,,6766153947758062725
MtSMSRecord,20180713112634,,,7943338059988239716
MtSMSRecord,20180713112634,,,4888687938595279393
MoCallRecord,20180713112454,,20772.0,3172620117047533888
MtCallRecord,20180713112454,,,3172620117047533888
MoCallRecord,20180713112558,,12012.0,6111329371729432458
MoCallRecord,20180713112631,,20582.0,2775422417601087418
MtCallRecord,20180713112631,,,2775422417601087418
MtSMSRecord,20180713112633,,,2360232289363115828
MtCallRecord,20180713112616,,,7357286216191832288
MoCallRecord,20180713112616,,34180.0,7357286216191832288
MoSMSRecord,20180713112635,,20271.0,4456047080417943156
MtCallRecord,20180713111332,,,1418625018935585923
MoSMSRecord,20180713112634,,20221.0,3243716828374971198
MoCallRecord,20180713112626,,14233.0,4198654431486948012
MtCallRecord,20180713112626,,,4198654431486948012
MoCallRecord,20180713112633,,22116.0,301267179539416361
MtCallRecord,20180713112633,,,301267179539416361
MoCallRecord,20180713112550,,40543.0,6236329130247682601
MtCallRecord,20180713112550,,,6236329130247682601
MoCallRecord,20180713112634,,22281.0,3216935201027197232
MtCallRecord,20180713112634,,,3216935201027197232
MtCallRecord,20180713112625,,,1470089288524284752
MtCallRecord,20180713112545,,,920793545381032985
MtCallRecord,20180713112613,,,4519637355122019082
MoCallRecord,20180713112625,,20232.0,1470089288524284752
MoCallRecord,20180713112545,,10261.0,920793545381032985
MoCallRecord,20180713112613,,35260.0,4519637355122019082
MoCallRecord,20180713112624,,14171.0,4600695692742153785
MtSMSRecord,20180713112635,,,4960483811172650778
MtSMSRecord,20180713112635,,,3384066821637594455
MoCallRecord,20180713112603,,14283.0,7313862548394675358
OutGatewayRecord,20180713112603,,14283.0,7313862548394675358
MoCallRecord,20180713112626,,12112.0,7052557407375414483
MtCallRecord,20180713112626,,,7052557407375414483
MoCallRecord,20180713112627,,21154.0,583132559155149078
MtCallRecord,20180713112627,,,583132559155149078
MtSMSRecord,20180713112634,,,3384066821637594455
MoCallRecord,20180713112557,,10212.0,1546736244220282348
MtCallRecord,20180713112557,,,1546736244220282348
MtSMSRecord,20180713112634,,,7566424924061690786
MtCallRecord,20180713112630,,,1958465959193816592
MoCallRecord,20180713112630,,20232.0,1958465959193816592
MtSMSRecord,20180713112635,,,4888687938595279393
MtCallRecord,20180713112614,,,9013358863260796026
MoCallRecord,20180713112554,,12203.0,7069955017660259082
MtCallRecord,20180713112554,,,7069955017660259082
MoCallRecord,20180713112614,,34404.0,9013358863260796026
MoCallRecord,20180713112558,,10253.0,7125516010745266984
MtCallRecord,20180713112558,,,7125516010745266984
MtSMSRecord,20180713112636,,,3384066821637594455
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112634,,,7566424924061690786
MoCallRecord,20180713112553,,34866.0,3465708171124361685
MtCallRecord,20180713112553,,,3465708171124361685
MoCallRecord,20180713112610,,20442.0,4945608311347597905
OutGatewayRecord,20180713112610,,20442.0,4945608311347597905
MoCallRecord,20180713112616,,14012.0,8797655888262935374
MtCallRecord,20180713112616,,,8797655888262935374
MoCallRecord,20180713112517,,10393.0,4615205901840053934
MtCallRecord,20180713112517,,,4615205901840053934
MoCallRecord,20180713112628,,21144.0,3158418683233443452
MtSMSRecord,20180713112635,,,4888687938595279393
MoCallRecord,20180713112626,,14331.0,2198497774115511124
IncGatewayRecord,20180713112545,,12024.0,8304364026409450197
MtCallRecord,20180713112545,,,8304364026409450197
MoCallRecord,20180713112605,,34064.0,615660995308869014
OutGatewayRecord,20180713112605,,34064.0,615660995308869014
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112634,,,6647700916843399878
MoCallRecord,20180713112520,,34102.0,7097209787163009559
OutGatewayRecord,20180713112520,,34102.0,7097209787163009559
IncGatewayRecord,20180713112620,,12023.0,5391454437730927802
MtCallRecord,20180713112620,,,5391454437730927802
MtSMSRecord,20180713112635,,,3384066821637594455
MoCallRecord,20180713112628,,35109.0,1806130274670756008
MtCallRecord,20180713112628,,,1806130274670756008
MtSMSRecord,20180713112635,,,6820442458578500418
MoCallRecord,20180713112630,,34915.0,5293449223449009086
MtCallRecord,20180713112630,,,5293449223449009086
MtSMSRecord,20180713112634,,,4888687938595279393
MtSMSRecord,20180713112635,,,3384066821637594455
MoCallRecord,20180713112556,,20284.0,6321887399005848967
MtCallRecord,20180713112556,,,6321887399005848967
MtSMSRecord,20180713112635,,,3384066821637594455
MoSMSRecord,20180713112635,,35519.0,1607263535872756059
MtSMSRecord,20180713112635,,,6095689028276779858
MtSMSRecord,20180713112635,,,3384066821637594455
MtSMSRecord,20180713112635,,,3384066821637594455
MtCallRecord,20180713112623,,,7349330323174371531
MoCallRecord,20180713112623,,21162.0,7349330323174371531
MtSMSRecord,20180713112635,,,3384066821637594455
MoCallRecord,20180713112602,,14012.0,19931366224235712
MtCallRecord,20180713112602,,,19931366224235712
MoCallRecord,20180713112555,,22192.0,5063951631573495017
MtCallRecord,20180713112555,,,5063951631573495017
MoCallRecord,20180713112559,,12137.0,1237896993119419683
MtCallRecord,20180713112559,,,1237896993119419683
MoCallRecord,20180713112623,,20304.0,6834802818386350023
MtCallRecord,20180713112623,,,6834802818386350023
MtSMSRecord,20180713112635,,,2360232289363115828
MtSMSRecord,20180713112635,,,7566424924061690786
MoCallRecord,20180713112624,,10062.0,2513563628135258210
OutGatewayRecord,20180713112624,,10062.0,2513563628135258210
MtSMSRecord,20180713112635,,,3384066821637594455
MtSMSRecord,20180713112636,,,3384066821637594455
MoCallRecord,20180713112503,,22532.0,199928731038674045
MtCallRecord,20180713112503,,,199928731038674045
MtSMSRecord,20180713112636,,,3384066821637594455
MtSMSRecord,20180713112634,,,4888687938595279393
MtSMSRecord,20180713112634,,,7566424924061690786
MtSMSRecord,20180713112635,,,3384066821637594455
MtSMSRecord,20180713112635,,,3384066821637594455
MtSMSRecord,20180713112635,,,7566424924061690786
MtSMSRecord,20180713112635,,,6820442458578500418
MoSMSRecord,20180713112635,,14291.0,8920313727858807559
MtSMSRecord,20180713112635,,,7566424924061690786
MtSMSRecord,20180713112634,,,7566424924061690786
MoCallRecord,20180713112616,,22171.0,6647055450557834944
MtCallRecord,20180713112616,,,6647055450557834944
MtSMSRecord,20180713112634,,,7566424924061690786
MtSMSRecord,20180713112635,,,6647700916843399878
MtSMSRecord,20180713112635,,,3384066821637594455
MtCallRecord,20180713112622,,,6381145574141320327
IncGatewayRecord,20180713112531,,34511.0,6109639200860141699
MtCallRecord,20180713112531,,,6109639200860141699
MoCallRecord,20180713112622,,22092.0,6381145574141320327
MtSMSRecord,20180713112636,,,4888687938595279393
MtSMSRecord,20180713112634,,,3384066821637594455
MtSMSRecord,20180713112634,,,3384066821637594455
MoCallRecord,20180713112611,,34358.0,7075199210379193065
MtCallRecord,20180713112611,,,7075199210379193065
IncGatewayRecord,20180713112228,,22312.0,6590495591734359669
MtCallRecord,20180713112228,,,6590495591734359669
IncGatewayRecord,20180713112631,,35115.0,2268568087505923441
MtCallRecord,20180713112631,,,2268568087505923441
MtSMSRecord,20180713112635,,,4888687938595279393
IncGatewayRecord,20180713112623,,34183.0,450943202263097182
MtCallRecord,20180713112623,,,450943202263097182
MtSMSRecord,20180713112635,,,6647700916843399878
MoCallRecord,20180713112622,,34368.0,2366439371395288582
MtCallRecord,20180713112622,,,2366439371395288582
MtSMSRecord,20180713112635,,,3384066821637594455
MtSMSRecord,20180713112635,,,3795131639572808994
MtSMSRecord,20180713112635,,,3384066821637594455
MoCallRecord,20180713112532,,40053.0,851127167606429275
MtCallRecord,20180713112532,,,851127167606429275
MtSMSRecord,20180713112635,,,7566424924061690786
MtSMSRecord,20180713112636,,,7566424924061690786
MoCallRecord,20180713112627,,34364.0,1460180741815575378
MoCallRecord,20180713112612,,22484.0,1165667516094493815
MtCallRecord,20180713112612,,,1165667516094493815
MtSMSRecord,20180713112634,,,7566424924061690786
MtCallRecord,20180713112628,,,5789128739334139609
MoCallRecord,20180713112628,,20348.0,5789128739334139609
MtSMSRecord,20180713112635,,,3384066821637594455
MoCallRecord,20180713112620,,22534.0,4829887665302639711
MtCallRecord,20180713112620,,,4829887665302639711
IncGatewayRecord,20180713112551,,10191.0,2711331343565184427
MtCallRecord,20180713112551,,,2711331343565184427
MtSMSRecord,20180713112635,,,6766153947758062725
MoCallRecord,20180713111407,,22454.0,5510922269782665917
MtCallRecord,20180713111407,,,5510922269782665917
MtSMSRecord,20180713112636,,,6766153947758062725
MtSMSRecord,20180713112636,,,4888687938595279393
MoCallRecord,20180713112554,,20141.0,8786898989381210892
MtCallRecord,20180713112554,,,8786898989381210892
MoSMSRecord,20180713112635,,34289.0,7327552040708029022
MtSMSRecord,20180713112635,,,3384066821637594455
MoCallRecord,20180713112557,,35519.0,2420118739031403388
MtCallRecord,20180713112557,,,2420118739031403388
MoCallRecord,20180713112506,,12231.0,8310802591626939132
MtCallRecord,20180713112506,,,8310802591626939132
MoCallRecord,20180713112624,,22022.0,2686134111905895120
MoCallRecord,20180713112626,,12013.0,5469780642393874391
MtCallRecord,20180713112626,,,5469780642393874391
MtSMSRecord,20180713112635,,,3384066821637594455
MtSMSRecord,20180713112636,,,3384066821637594455
MtSMSRecord,20180713112634,,,477723677868378207
MoCallRecord,20180713112610,,21132.0,5556098462534960073
MtCallRecord,20180713112610,,,5556098462534960073
